sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,number_of_events,number_of_valid_pairs,signed_c2_2,statistical_uncertainty,v2_2_if_c2_positive,note
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,0_10,"[0,10)",185.0,12222.0,0.242393749685407,0.018240867639974182,0.4923349974208689,
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,10_15,"[10,15)",13721.0,2226802.0,0.19322163214118063,0.0016087519088790177,0.4395698262405879,
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,15_20,"[15,20)",198759.0,59710024.0,0.18385089070580532,0.00028952083631252285,0.4287783701468689,
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,20_25,"[20,25)",852004.0,409843940.0,0.17193594344262253,0.0002931630488363968,0.4146515928374357,
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,25_30,"[25,30)",1494824.0,1058443978.0,0.15862750782303017,0.00015453391571746298,0.39828068974409264,
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,30_35,"[30,35)",1347509.0,1326351298.0,0.14483586504612903,0.00012647635803182523,0.3805730745154326,
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,35_40,"[35,40)",735571.0,963585548.0,0.13182282005896956,0.00019945674869756936,0.3630741247444791,
Pythia WW no shoving,no_shoving,beam,inclusive,inclusive,0.0,40_999,"[40,inf)",357427.0,648455346.0,0.11599746468961303,0.00022857698968863275,0.34058400533438593,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,0_10,"[0,10)",185.0,13662.0,0.23932142429114425,0.019091092419014025,0.489204889888832,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,10_15,"[10,15)",13721.0,2258020.0,0.2431283521374589,0.0017441717167614328,0.4930804722735011,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,15_20,"[15,20)",198759.0,56542568.0,0.23364034947989729,0.0006227148247832046,0.4833635789753892,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,20_25,"[20,25)",852004.0,372520216.0,0.22105691205672193,0.00024147312833179752,0.4701668980869686,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,25_30,"[25,30)",1494824.0,938367082.0,0.20456736612780765,0.0001747584431847556,0.45229124038367985,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,30_35,"[30,35)",1347509.0,1154354108.0,0.1865624232407414,0.00014596113767821045,0.43192872472288923,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,35_40,"[35,40)",735571.0,825226422.0,0.16839005102355906,0.0002097770335579592,0.4103535683085491,
Pythia WW no shoving,no_shoving,thrust,inclusive,inclusive,0.0,40_999,"[40,inf)",357427.0,543234918.0,0.14541011872496196,0.00021869154813792928,0.38132678731628855,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,0_10,"[0,10)",178.0,5388.0,0.11152633861401488,0.02419592514492864,0.33395559377560197,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,10_15,"[10,15)",13527.0,913068.0,0.02349262923234151,0.0034955895352927814,0.15327305448884848,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,15_20,"[15,20)",197197.0,23485934.0,0.02107765749575974,0.0005549992986655352,0.14518146402264903,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,20_25,"[20,25)",847808.0,154800166.0,0.015582399917474185,0.0003765448948452625,0.12482948336620714,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,25_30,"[25,30)",1490522.0,385378564.0,0.010954738290207731,0.00018099535411525235,0.10466488565993722,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,30_35,"[30,35)",1345387.0,466582006.0,0.007663742618145055,0.00022750843383555818,0.0875428044909749,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,35_40,"[35,40)",734920.0,327533150.0,0.006293260826129027,0.00027942818338388275,0.07933007516780144,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,40_999,"[40,inf)",357311.0,210002316.0,0.0059259074084565605,0.00037948367014862237,0.07697991561736452,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,0_10,"[0,10)",178.0,7186.0,0.06264369457644675,0.032007806774582856,0.25028722415746024,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,10_15,"[10,15)",13568.0,1155756.0,0.05860656060385811,0.0030582894637892987,0.24208791916132064,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,15_20,"[15,20)",198078.0,28672212.0,0.0484218762532908,0.0007067064718556139,0.2200497131406692,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,20_25,"[20,25)",850938.0,186726272.0,0.041808312421372465,0.00046451226267512583,0.20447081068302259,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,25_30,"[25,30)",1494237.0,466096474.0,0.03721546710421074,0.0002672793776213845,0.19291310765267025,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,30_35,"[30,35)",1347367.0,569168528.0,0.035804289111089564,0.00020006212698665964,0.18922021327302632,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,35_40,"[35,40)",735557.0,404683572.0,0.035405035682941954,0.0002832544278302706,0.18816225892282956,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,40_999,"[40,inf)",357425.0,265199816.0,0.03328946464382074,0.00036443197272706905,0.1824540069272822,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",160.0,3296.0,0.11765129018810462,0.03956461196347666,0.3430033384503781,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",12408.0,528424.0,0.009891867788832796,0.004603836119965092,0.09945786941631515,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",183705.0,12878282.0,0.00908674647583458,0.0006932266178171642,0.09532442748757833,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",797912.0,80777056.0,0.004809862742733506,0.0005680189993630982,0.06935317399177564,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",1415176.0,191034172.0,0.0017383589510954092,0.0002586141021039507,0.041693632020914285,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",1289222.0,220107336.0,-0.00048304460700154914,0.00023158008292968778,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",709967.0,147228294.0,-0.0011745876182487353,0.00032844631308066646,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",348251.0,88489562.0,-0.00084009748660146,0.0005827857843803449,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",172.0,4938.0,-0.003442080013042096,0.03847578781994869,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",13338.0,804962.0,0.006912827074725233,0.003426033100532532,0.08314341269592698,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",196500.0,19920744.0,0.002795445350036102,0.0008106004217822924,0.05287197130839838,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",847461.0,128494064.0,0.002761455270812217,0.00048732456366357927,0.05254955062426526,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",1491579.0,316282208.0,0.005171366752225224,0.00029153780544570744,0.07191221559808336,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",1346357.0,379473078.0,0.010168274693048278,0.00024896459787198614,0.10083786338994039,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",735337.0,264665146.0,0.014766432856099174,0.00029103859389772725,0.1215172121804116,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",357388.0,168954624.0,0.017255973993837017,0.0004592233478951755,0.13136199600279,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,0_10,"[0,10)",141.0,2404.0,0.17037780164517524,0.04499054509905502,0.4127684600901276,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,10_15,"[10,15)",10792.0,345318.0,0.0070074401660936625,0.004776275128348343,0.08371045434169894,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,15_20,"[15,20)",161906.0,8046016.0,0.009732962975531471,0.0008525577513702541,0.09865578024389382,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,20_25,"[20,25)",706971.0,48269720.0,0.006773713058160729,0.0007270812806328285,0.08230257017955593,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,25_30,"[25,30)",1262764.0,109051544.0,0.004574929224831745,0.0003384883382373934,0.06763822310522169,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,30_35,"[30,35)",1160246.0,120427780.0,0.0027233367447418973,0.0002803341343379765,0.052185599016796744,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,35_40,"[35,40)",644146.0,77380590.0,0.0017965410629639555,0.0004629832648702053,0.042385623305125,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,40_999,"[40,inf)",319282.0,44238436.0,0.0014999314121615986,0.0008663637481321555,0.03872894798676564,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,0_10,"[0,10)",165.0,3948.0,0.010107175368214746,0.04204702358641553,0.1005344486642004,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,10_15,"[10,15)",13041.0,612374.0,0.013033117477305364,0.003325710403576446,0.11416267987965842,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,15_20,"[15,20)",194082.0,15011830.0,0.009248292928870569,0.0008824030695785975,0.09616804525865423,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,20_25,"[20,25)",841454.0,95633890.0,0.008813683014769818,0.0004636029033795215,0.09388121758248462,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,25_30,"[25,30)",1486147.0,231979834.0,0.009694610098452345,0.00029407489331965215,0.09846121113642846,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,30_35,"[30,35)",1343978.0,274061672.0,0.012189298194467808,0.0002685692868928294,0.11040515474590762,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,35_40,"[35,40)",734815.0,188110404.0,0.014631584590033978,0.0003169386206290421,0.12096108709016291,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,40_999,"[40,inf)",357294.0,117407740.0,0.015210714758500216,0.000486040224952725,0.12333172648795693,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",107.0,1372.0,0.13871120387598512,0.052146315905075076,0.3724395304958714,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,10_15,"[10,15)",8049.0,186970.0,0.0023597019209906115,0.005440624038682816,0.04857676317943191,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,15_20,"[15,20)",120344.0,4038768.0,0.010181872196524428,0.0014400857669506772,0.1009052634728458,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,20_25,"[20,25)",525516.0,22584572.0,0.008525026626400678,0.0007310367523805424,0.09233107075302809,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,25_30,"[25,30)",940690.0,47644524.0,0.006570471656605931,0.0004526024906190574,0.08105844593011842,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,30_35,"[30,35)",871017.0,49525508.0,0.005238948419417259,0.0005536538508211596,0.0723805804026001,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,35_40,"[35,40)",488355.0,30091064.0,0.0043988567243869545,0.0006081632074361921,0.06632387748305248,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,40_999,"[40,inf)",243842.0,16077330.0,0.003602117526288412,0.0011298725926617752,0.06001764345830659,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",144.0,2688.0,0.024760445982214257,0.04599720826517319,0.15735452323404706,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,10_15,"[10,15)",11990.0,408854.0,0.016648105402872423,0.0036191826523723843,0.12902753738203493,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,15_20,"[15,20)",182139.0,9874370.0,0.013317904108718727,0.0009528934776952438,0.115403223996207,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,20_25,"[20,25)",800761.0,61662940.0,0.012806239865240175,0.0004170969980355947,0.11316465819875114,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,25_30,"[25,30)",1430301.0,146357122.0,0.011959835129421928,0.00031350229639361756,0.10936103112819451,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,30_35,"[30,35)",1307533.0,168922756.0,0.01198177798336345,0.0002746392233892277,0.1094613081566425,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,35_40,"[35,40)",721530.0,113115014.0,0.01239219759311921,0.0002836105023314476,0.11132024790270281,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,40_999,"[40,inf)",353735.0,68025634.0,0.011970143403990535,0.0005107340320815247,0.10940815053729103,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,0_10,"[0,10)",72.0,690.0,0.14588332181584238,0.052238762664934164,0.3819467525923507,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,10_15,"[10,15)",5227.0,92664.0,0.002619880220262553,0.006414535100809079,0.05118476550950051,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,15_20,"[15,20)",76311.0,1809450.0,0.007842245134730414,0.002106209229516294,0.0885564516832648,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,20_25,"[20,25)",325572.0,9328326.0,0.0055350889038174285,0.0008653364689569707,0.07439817809474522,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,25_30,"[25,30)",573395.0,18211756.0,0.004327456456068536,0.000617446684419294,0.06578340562838424,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,30_35,"[30,35)",527996.0,17699054.0,0.00432326646325153,0.0009167471482805834,0.06575155103304811,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,35_40,"[35,40)",294945.0,10110088.0,0.00332728596094127,0.0007306533357075267,0.0576826313628398,
Pythia WW no shoving,no_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,40_999,"[40,inf)",147088.0,5018182.0,0.002287123081188809,0.0013096413270440319,0.04782387563956741,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,0_10,"[0,10)",124.0,1898.0,0.02861802543104814,0.04661216147536803,0.1691686301624747,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,10_15,"[10,15)",10248.0,269358.0,0.02328055443086787,0.0040191226692733294,0.1525796658499024,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,15_20,"[15,20)",158681.0,6349598.0,0.016835080957987972,0.0010486913796581363,0.12975007112902856,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,20_25,"[20,25)",704825.0,38590676.0,0.015377804343097237,0.0004090877771824433,0.12400727536357388,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,25_30,"[25,30)",1270577.0,88594452.0,0.013001620544074976,0.00035300732365445053,0.11402464884433969,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,30_35,"[30,35)",1174747.0,98308648.0,0.01142145793119177,0.0003440213145959832,0.1068712212487149,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,35_40,"[35,40)",656730.0,63133322.0,0.010751544040464505,0.00033132860330404635,0.10368965252359806,
Pythia WW no shoving,no_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,40_999,"[40,inf)",327442.0,35827162.0,0.009362037143221211,0.0005838966106418845,0.09675762059507877,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,0_10,"[0,10)",183.0,2928.0,0.11758791684914027,0.023305347045923915,0.34291094594535804,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,10_15,"[10,15)",13647.0,519950.0,0.042966273589979335,0.0031239791792428344,0.20728307598542467,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,15_20,"[15,20)",198610.0,14057582.0,0.04022251634075531,0.0005718589139601481,0.2005555193475246,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,20_25,"[20,25)",851872.0,96960310.0,0.03641243931560152,0.0003851520588733647,0.19082043736351073,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,25_30,"[25,30)",1494792.0,251753553.0,0.03337020248119839,0.0002048684492735964,0.18267512825012164,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,30_35,"[30,35)",1347505.0,317140651.0,0.03165643539339,0.00020271685078582867,0.17792255448197117,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,35_40,"[35,40)",735571.0,231764673.0,0.03158031940873994,0.00031642205404754976,0.17770852373687634,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,40_999,"[40,inf)",357427.0,157204128.0,0.03223125976162367,0.0003298469321509121,0.17953066524029723,
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,0_10,"[0,10)",174.0,3072.0,-0.0019065679963894005,0.0387219398332655,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,10_15,"[10,15)",13416.0,511636.0,-0.008639890986473298,0.0032034417352245184,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,15_20,"[15,20)",197106.0,12842993.0,-0.01417889703456926,0.000819743036897677,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,20_25,"[20,25)",848757.0,84826896.0,-0.013236560280233161,0.00048650927685356247,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,25_30,"[25,30)",1492565.0,214825386.0,-0.008377054181276006,0.0003178790291920696,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,30_35,"[30,35)",1346693.0,265825246.0,-0.0001907202130624657,0.00021356261818520573,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,35_40,"[35,40)",735396.0,191316804.0,0.008516567663366706,0.0003541716923907459,0.09228525160266242,
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,40_999,"[40,inf)",357394.0,127287581.0,0.016367563521351318,0.0004660389246558352,0.1279357788945349,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,0_10,"[0,10)",164.0,1287.0,0.07601992743625602,0.041737642341237384,0.2757171148772887,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,10_15,"[10,15)",12649.0,205426.0,0.010477089882053838,0.005488924388409022,0.10235765668504647,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,15_20,"[15,20)",189104.0,5210251.0,0.0088384074256837,0.0006470659464705277,0.09401280458365073,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,20_25,"[20,25)",822068.0,33831264.0,0.004989866073092783,0.0005402838925108359,0.07063898408876491,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,25_30,"[25,30)",1455663.0,82775012.0,0.001095302397538529,0.00029541922724454854,0.03309535311095092,
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,30_35,"[30,35)",1322223.0,98602472.0,-0.0006846310685740846,0.00028588695962426824,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,35_40,"[35,40)",725865.0,68068959.0,-0.0010655217564252892,0.0004990125720885968,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,40_999,"[40,inf)",354653.0,42642007.0,5.9970793593905065e-05,0.0005164902305368564,0.007744081197527894,
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,0_10,"[0,10)",167.0,1815.0,-0.01655693711619272,0.04963241969722119,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,10_15,"[10,15)",13174.0,314020.0,-0.025873701574540393,0.0035131214842505872,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,15_20,"[15,20)",195596.0,7799750.0,-0.03257305534851179,0.0010119922327583074,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,20_25,"[20,25)",845282.0,50447664.0,-0.030948490356693788,0.000608796882120076,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,25_30,"[25,30)",1489368.0,124382743.0,-0.02630124333754124,0.0003936479326807649,nan,negative c2; v2{2} magnitude not defined
Pythia WW no shoving,no_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,30_35,"[30,35)",1345232.0,149379524.0,-0.01726223666713462,0.00030134560455430707,nan,negative c2; v2{2} magnitude not defined
