sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,number_of_events,number_of_valid_pairs,signed_c2_2,statistical_uncertainty,v2_2_if_c2_positive,note
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,0_10,"[0,10)",115.0,1744.0,0.07299299157281768,0.06293092217068219,0.27017215173444076,
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,10_15,"[10,15)",10431.0,272370.0,0.030558108091665863,0.004444038605106199,0.17480877578561627,
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,15_20,"[15,20)",159628.0,6370104.0,0.01914049560650463,0.001096455777003331,0.13834917999939367,
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,20_25,"[20,25)",708040.0,38817188.0,0.015540140887896601,0.00047049497213442256,0.12466010142742785,
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,25_30,"[25,30)",1269367.0,88561266.0,0.012961581093612368,0.0004319709242421691,0.11384893980012448,
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,30_35,"[30,35)",1169020.0,98044172.0,0.011661796033504404,0.00023373095610759926,0.10798979596936187,
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,35_40,"[35,40)",651572.0,62759380.0,0.010818947252591225,0.0004254988948405831,0.10401416851848225,
Pythia WW nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,40_999,"[40,inf)",324157.0,35589668.0,0.008678498812417966,0.0004553091108174639,0.09315846076668488,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,0_10,"[0,10)",164.0,2563.0,0.03497611594897106,0.03038868678090726,0.18701902563368,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,10_15,"[10,15)",13869.0,528413.0,0.048918346978433676,0.0019694423860788656,0.22117492393676474,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,15_20,"[15,20)",199775.0,14122513.0,0.04217103991678319,0.0007183933035448761,0.2053558860047191,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,20_25,"[20,25)",857720.0,97605676.0,0.03702623051545222,0.0002756728526676256,0.19242201151493096,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,25_30,"[25,30)",1496858.0,251973400.0,0.03341857490203732,0.00022371370349420723,0.18280748043238634,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,30_35,"[30,35)",1344453.0,316189891.0,0.031148189498685447,0.0002162044436502464,0.17648849678855968,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,35_40,"[35,40)",732138.0,230475668.0,0.03076036060696272,0.00030445454099789146,0.17538631818634748,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,40_999,"[40,inf)",354624.0,155819428.0,0.03061081235479119,0.0003124741921805924,0.17495945917495057,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,0_10,"[0,10)",160.0,3010.0,-0.016891185490907873,0.04964638203477992,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,10_15,"[10,15)",13647.0,520769.0,0.0008219705310219488,0.002517944189570624,0.028670028444735606,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,15_20,"[15,20)",198158.0,12912837.0,-0.010469526663418719,0.0008681951036461211,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,20_25,"[20,25)",854553.0,85560836.0,-0.011211424864188906,0.0004665772336775965,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,25_30,"[25,30)",1494479.0,215084258.0,-0.005914346690298894,0.00029478704569857705,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,30_35,"[30,35)",1343548.0,264873406.0,0.0015505472400745382,0.0001536535753632342,0.03937698871262934,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,35_40,"[35,40)",731940.0,189931348.0,0.010107164366495131,0.0002915167074509111,0.10053439394801728,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,40_999,"[40,inf)",354591.0,125906504.0,0.017514375499470335,0.00023800155967465607,0.13234188868030536,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,0_10,"[0,10)",141.0,964.0,-0.03739474773441288,0.041570147234533186,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,10_15,"[10,15)",12768.0,206142.0,0.020029247916741672,0.0038841105227326337,0.1415247254607536,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,15_20,"[15,20)",190331.0,5245632.0,0.009936275635012386,0.0011607322058348197,0.09968086895193273,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,20_25,"[20,25)",827456.0,34142336.0,0.005226523009973039,0.00030295990555284397,0.07229469558669598,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,25_30,"[25,30)",1457066.0,83056101.0,0.00128010373979527,0.00026464765530726577,0.03577853741833601,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,30_35,"[30,35)",1318195.0,98538601.0,-0.0010687926289095259,0.00033601595552656987,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,35_40,"[35,40)",721920.0,67777302.0,-0.001399309490286401,0.0004468324309008573,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,40_999,"[40,inf)",351576.0,42353248.0,-0.0013530796471849641,0.0004968662666787506,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,0_10,"[0,10)",155.0,1817.0,-0.0027225602751339987,0.06340289930220151,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,10_15,"[10,15)",13398.0,317582.0,-0.017496116821438548,0.0031677058818431352,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,15_20,"[15,20)",196642.0,7816251.0,-0.02998140407182871,0.0011870157048822537,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,20_25,"[20,25)",850987.0,50787254.0,-0.030477852446250283,0.0005432847938776996,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,25_30,"[25,30)",1491288.0,124449930.0,-0.024663678054859733,0.0004358211312680995,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,30_35,"[30,35)",1341949.0,148784254.0,-0.016546030781992606,0.00024610677421994266,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,35_40,"[35,40)",731534.0,103566028.0,-0.0068154582453468105,0.000342369102476361,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,40_999,"[40,inf)",354511.0,66330290.0,0.001481522644650974,0.000330321968202461,0.03849055266751796,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,0_10,"[0,10)",92.0,464.0,-0.006133400133908216,0.06987663406780445,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,10_15,"[10,15)",9874.0,101044.0,0.02981054798159504,0.005666963662496651,0.17265731372170437,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,15_20,"[15,20)",152060.0,2405816.0,0.017698179141303172,0.001375109121057695,0.13303450357446062,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,20_25,"[20,25)",675484.0,14734309.0,0.01460448698993984,0.000705680073302013,0.12084902560608356,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,25_30,"[25,30)",1211166.0,33896283.0,0.01066745540394573,0.00037077326260011626,0.10328337428621187,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,30_35,"[30,35)",1116904.0,38183047.0,0.007546726401754293,0.000486258959539209,0.08687189650142497,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,35_40,"[35,40)",622150.0,24939783.0,0.0063881546151365685,0.0006172215646712378,0.07992593205672717,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,40_999,"[40,inf)",309374.0,14579873.0,0.0035141873242782442,0.0007931852558799778,0.05928058134227636,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,0_10,"[0,10)",134.0,961.0,-0.06150487973105818,0.07404989563050085,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,10_15,"[10,15)",12620.0,176034.0,-0.00033953774639478127,0.00402902337631062,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,15_20,"[15,20)",189759.0,4273576.0,-0.010058015790575744,0.0012976166885947807,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,20_25,"[20,25)",833119.0,27274416.0,-0.010306969794294997,0.0006084224846879534,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,25_30,"[25,30)",1472917.0,65797811.0,-0.006521974336357665,0.00041353943739367015,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,30_35,"[30,35)",1332922.0,77518330.0,-0.0008577779585614865,0.0002765563136025048,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,35_40,"[35,40)",729030.0,53344709.0,0.004982921204966288,0.00044461651035152563,0.0705898094980167,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,40_999,"[40,inf)",354004.0,33683375.0,0.008651482223896851,0.00028070191617506226,0.09301334433239593,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,0_10,"[0,10)",67.0,258.0,-0.12802481756193537,0.07668200498728066,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,10_15,"[10,15)",7197.0,58266.0,0.03142800113797543,0.007231179540923102,0.17727944364188258,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,15_20,"[15,20)",111206.0,1289930.0,0.01861376793332924,0.001421723472847034,0.13643228332520585,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,20_25,"[20,25)",498789.0,7507697.0,0.017456507562051218,0.000768653972277213,0.132123077325845,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,25_30,"[25,30)",906434.0,16448568.0,0.013644979648024608,0.0006673877857251789,0.11681172735656556,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,30_35,"[30,35)",848020.0,17760374.0,0.010752384085813773,0.0006745628555163302,0.10369370321197799,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,35_40,"[35,40)",478845.0,11152542.0,0.009892838029201472,0.0005464095175881042,0.09946274694176445,
Pythia WW nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,40_999,"[40,inf)",242342.0,6216544.0,0.006106587164570718,0.001144019288979021,0.07814465538071505,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,0_10,"[0,10)",107.0,588.0,0.004236837949515311,0.07804166974399279,0.06509099745368258,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,10_15,"[10,15)",10866.0,112669.0,-0.0005480242937345645,0.005131876309132529,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,15_20,"[15,20)",167784.0,2666660.0,-0.011043317592349526,0.0012263312117015096,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,20_25,"[20,25)",752612.0,16681756.0,-0.011305621909773437,0.0006009457109506119,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,25_30,"[25,30)",1359503.0,39583632.0,-0.006936097820678802,0.0004125246718433546,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,30_35,"[30,35)",1255211.0,45914714.0,-0.00110659362171561,0.00022028814845860336,nan,negative c2; v2{2} magnitude not defined
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,35_40,"[35,40)",699006.0,31258079.0,0.004782021936631935,0.0004991013300966503,0.06915216508998062,
Pythia WW nominal shoving,nominal_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,40_999,"[40,inf)",345191.0,19468756.0,0.007767677457575614,0.00035775921905299187,0.08813442833294838,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,0_10,"[0,10)",163.0,10654.0,0.1734211754809067,0.015136843747308656,0.41643868153775854,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,10_15,"[10,15)",13878.0,2251324.0,0.19451601101255545,0.002178608693528466,0.44103969323923153,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,15_20,"[15,20)",201009.0,60363552.0,0.18629889029440638,0.0004961363492691045,0.4316235515983881,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,20_25,"[20,25)",861017.0,414088756.0,0.1743576110116063,0.00015732340925513346,0.4175615056630655,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,25_30,"[25,30)",1497640.0,1060627004.0,0.16037776737064174,0.00013071480742247606,0.4004719308149346,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,30_35,"[30,35)",1342948.0,1321688124.0,0.1465751703683246,0.00015617757179665887,0.3828513685078383,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,35_40,"[35,40)",730401.0,956588096.0,0.13333475086290184,0.0001307116197808503,0.36515031269725323,
Pythia WW enhanced shoving,enhanced_shoving,beam,inclusive,inclusive,0.0,40_999,"[40,inf)",352944.0,640261912.0,0.11798859979531047,0.0001712289685421813,0.3434946867060835,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,0_10,"[0,10)",163.0,12756.0,0.2208369974611283,0.022542557047868363,0.4699329712428447,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,10_15,"[10,15)",13878.0,2300540.0,0.25299328393578707,0.0021166225334567986,0.5029843774271593,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,15_20,"[15,20)",201009.0,57336766.0,0.24282882075624534,0.0005882091834903413,0.49277664388264725,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,20_25,"[20,25)",861017.0,377601008.0,0.22939864551356778,0.00028022237843350296,0.47895578659576477,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,25_30,"[25,30)",1497640.0,941112988.0,0.21285957203522843,0.00013670256002445386,0.46136706865057936,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,30_35,"[30,35)",1342948.0,1149851502.0,0.19518535603777457,0.00016156260890868362,0.4417978678510961,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,35_40,"[35,40)",730401.0,817824706.0,0.17748985074633616,0.00023131380437160695,0.4212954435385412,
Pythia WW enhanced shoving,enhanced_shoving,thrust,inclusive,inclusive,0.0,40_999,"[40,inf)",352944.0,534024664.0,0.1555632058392732,0.00023545720524301004,0.39441501725881734,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,0_10,"[0,10)",151.0,4362.0,-0.0137203335561022,0.036950026244243664,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,10_15,"[10,15)",13669.0,919858.0,0.026967895892155723,0.0030068314418516683,0.16421904850581653,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,15_20,"[15,20)",199314.0,23757108.0,0.022989446098157867,0.0007134510050662557,0.15162270970457514,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,20_25,"[20,25)",856602.0,156970664.0,0.01579027862052584,0.000335592350266534,0.12565937537854405,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,25_30,"[25,30)",1492689.0,387070738.0,0.009919471505969476,0.0002320807350805329,0.0995965436446942,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,30_35,"[30,35)",1340312.0,465620650.0,0.006216477808019086,0.00023079708338318255,0.07884464349604915,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,35_40,"[35,40)",729601.0,325182882.0,0.00402194285311243,0.00021363039915087042,0.06341878943272593,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,40_999,"[40,inf)",352761.0,207005252.0,0.003283413900545729,0.00029981498082263885,0.057301081146394865,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,0_10,"[0,10)",157.0,6504.0,-0.00047884885229899774,0.039216861631531034,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,10_15,"[10,15)",13714.0,1171940.0,0.07061878519376182,0.0033689035084733918,0.26574195226527897,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,15_20,"[15,20)",200255.0,29043976.0,0.05665891945034082,0.0007113169940388887,0.23803134131945908,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,20_25,"[20,25)",859913.0,189125190.0,0.048204161636466854,0.00045809622330962796,0.21955446166376774,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,25_30,"[25,30)",1497005.0,466767290.0,0.042679164177707715,0.00021344537153742093,0.20658936124037877,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,30_35,"[30,35)",1342795.0,565907380.0,0.040173828471027066,0.00026554019297294663,0.2004341000703899,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,35_40,"[35,40)",730378.0,400525432.0,0.039571139367729304,0.0003750251780396425,0.19892495913718145,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,40_999,"[40,inf)",352939.0,260605252.0,0.03737258519208016,0.00045032364699268467,0.1933199037659603,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",131.0,2662.0,-0.024918970921910394,0.0486498816549218,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",12541.0,531938.0,0.012435819835198328,0.0032962011338258843,0.11151600708059058,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",185784.0,13033414.0,0.010494302879819927,0.0006825727268517044,0.1024417047877471,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",806298.0,82094438.0,0.004609517261646835,0.0004634025198248475,0.06789342576160695,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",1415869.0,192477010.0,0.0005611023972020735,0.00030490545409546133,0.023687600072655596,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",1281545.0,220427506.0,-0.001401315597256727,0.00031608019717667353,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",702930.0,146354436.0,-0.0026356401084059082,0.000380768377540877,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",342596.0,87396250.0,-0.002463159716587035,0.0004795629844689054,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",152.0,4536.0,-0.04998365829129026,0.046491863071783754,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",13476.0,811482.0,0.01741703323009475,0.004033545801858366,0.13197360808167197,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",198631.0,20103292.0,0.00819120723713023,0.0008086477251527426,0.09050528844841184,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",856382.0,129824186.0,0.006505184880687487,0.0005202454047326598,0.08065472633818484,
