sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,number_of_events,number_of_valid_pairs,signed_c2_2,statistical_uncertainty,v2_2_if_c2_positive,note
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",1494201.0,316252046.0,0.008273054250410866,0.00029005438629821297,0.09095633155757143,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",1341686.0,377060576.0,0.012387119480674483,0.0003088670685798447,0.1112974369905906,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",730124.0,262090618.0,0.017289382837057807,0.00040190128200192233,0.1314890977878311,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",352899.0,166423366.0,0.019970640495319082,0.0005087123601824543,0.14131751659054542,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,0_10,"[0,10)",110.0,1896.0,-0.0020364971171929584,0.050945372910364974,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,10_15,"[10,15)",10947.0,347302.0,0.011362849539268369,0.004301301270658225,0.10659666758050351,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,15_20,"[15,20)",163806.0,8135534.0,0.01111549392376622,0.0008469617254812628,0.1054300427950507,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,20_25,"[20,25)",715833.0,49036208.0,0.006547489800613684,0.0005117766268947015,0.08091656073149478,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,25_30,"[25,30)",1263759.0,109999850.0,0.0037208100715752294,0.0003481298249249915,0.06099844318976698,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,30_35,"[30,35)",1151828.0,120644798.0,0.001814164468079187,0.00038419418899260165,0.042593009615184356,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,35_40,"[35,40)",635381.0,76894710.0,0.0007510509655246143,0.0004624437166173786,0.027405309075516998,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,40_999,"[40,inf)",312314.0,43673206.0,0.00019936636397759164,0.0006431156522129377,0.01411971543543253,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,0_10,"[0,10)",142.0,3420.0,-0.0287974372073348,0.04815700079214956,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,10_15,"[10,15)",13169.0,616160.0,0.019017441720157246,0.004294695172424832,0.13790374077651862,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,15_20,"[15,20)",196214.0,15108152.0,0.012742649127030806,0.0009315452600714672,0.11288334300077583,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,20_25,"[20,25)",850187.0,96418246.0,0.0112513866894951,0.000526302454603925,0.10607255389352657,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,25_30,"[25,30)",1488536.0,231687514.0,0.01156182997231792,0.0003253473242538429,0.10752595022745867,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,30_35,"[30,35)",1339097.0,272144728.0,0.013459671157096093,0.00028194120447880896,0.11601582287384808,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,35_40,"[35,40)",729550.0,186288522.0,0.016329256643009157,0.000416063822337541,0.1277859798374186,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,40_999,"[40,inf)",352787.0,115758228.0,0.01735307827611702,0.0005189051105247743,0.1317310831812941,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",77.0,1014.0,0.05238857209335085,0.05460108493493156,0.22888549996308383,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,10_15,"[10,15)",8165.0,186986.0,0.009763327203123614,0.0067220601122901505,0.09880955016152848,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,15_20,"[15,20)",121755.0,4072608.0,0.011076414409946618,0.0012004674612203611,0.10524454574915804,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,20_25,"[20,25)",532420.0,22918354.0,0.008085920070853082,0.0006308784780543641,0.08992174414930508,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,25_30,"[25,30)",942561.0,48058674.0,0.005597667806565885,0.0004951350811930119,0.07481756348990447,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,30_35,"[30,35)",864073.0,49564614.0,0.004635730240750077,0.00043628085547670894,0.06808619713826054,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,35_40,"[35,40)",479298.0,29808732.0,0.004221031278288064,0.0006242899402478648,0.06496946419886857,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,40_999,"[40,inf)",236596.0,15814912.0,0.0014238174471793213,0.0009307665422009509,0.0377335056306636,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",125.0,2282.0,-0.019851837150824062,0.052662522191118825,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,10_15,"[10,15)",12125.0,411026.0,0.022114619636104792,0.00460938868088614,0.14870985050125224,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,15_20,"[15,20)",183670.0,9917394.0,0.015947092982495373,0.0009502346666442435,0.12628179988618857,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,20_25,"[20,25)",807367.0,62088750.0,0.013741961746052156,0.0004810804430181219,0.11722611375479508,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,25_30,"[25,30)",1430975.0,146080536.0,0.01276873127898779,0.00039495705013990073,0.11299881096271673,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,30_35,"[30,35)",1300720.0,167818080.0,0.01233067793564261,0.00025372884174011586,0.11104358574741095,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,35_40,"[35,40)",715237.0,112063410.0,0.013087636851666433,0.0004156500079544097,0.11440121000962548,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,40_999,"[40,inf)",348900.0,67134222.0,0.013406810244100899,0.0005980434811788251,0.1157877810656241,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,0_10,"[0,10)",51.0,550.0,0.11835742366444937,0.06959764317466524,0.34403113763793153,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,10_15,"[10,15)",5281.0,92396.0,0.0038386754910335824,0.008313030857107943,0.061957045531832636,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,15_20,"[15,20)",76858.0,1819096.0,0.008721858410686303,0.0018878016964103573,0.09339089040525475,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,20_25,"[20,25)",330028.0,9452434.0,0.004503550891291988,0.0008417235495035698,0.06710850088693673,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,25_30,"[25,30)",574423.0,18327546.0,0.0034943880362662883,0.0008239632101240014,0.05911334905303783,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,30_35,"[30,35)",522314.0,17655386.0,0.003782174556095158,0.0006419157149023141,0.06149938663186128,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,35_40,"[35,40)",287825.0,9964930.0,0.003369233876803647,0.0009188565939425715,0.058045102091422385,
Pythia WW enhanced shoving,enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,40_999,"[40,inf)",141297.0,4912128.0,-0.0005878779673549793,0.001184752997872136,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,0_10,"[0,10)",106.0,1556.0,0.0065469518215871166,0.06099837186209721,0.08091323638062636,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,10_15,"[10,15)",10411.0,271926.0,0.02299062119103984,0.004823687359187219,0.15162658471072887,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,15_20,"[15,20)",159931.0,6388438.0,0.018532641714996367,0.0009348431390026391,0.13613464553520668,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,20_25,"[20,25)",709683.0,38936408.0,0.01577657298216428,0.0005181157433000502,0.12560482865783576,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,25_30,"[25,30)",1269100.0,88600616.0,0.01363020481374805,0.00035529866207259926,0.11674846814304696,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,30_35,"[30,35)",1165097.0,97936526.0,0.011150228573354059,0.00027110424776909624,0.10559464273036799,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,35_40,"[35,40)",649038.0,62702108.0,0.010597780520652196,0.0004448314275928213,0.10294552210102291,
Pythia WW enhanced shoving,enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3.0,40_999,"[40,inf)",322002.0,35401486.0,0.01033738945039476,0.0006234848218534336,0.10167295338680174,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,0_10,"[0,10)",155.0,2420.0,-0.0059119257549959765,0.030592548201475726,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,10_15,"[10,15)",13811.0,525762.0,0.045247993378887595,0.0028499480739147035,0.2127157572416477,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,15_20,"[15,20)",200826.0,14204006.0,0.04233829656369137,0.0006292000765077693,0.2057627190812062,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,20_25,"[20,25)",860897.0,97922340.0,0.036846786883762986,0.000288011557710396,0.1919551689425502,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,25_30,"[25,30)",1497606.0,252053515.0,0.032300563199218105,0.00022806009624229027,0.17972357441142245,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,30_35,"[30,35)",1342941.0,315710306.0,0.030277674589036154,0.0002018749108710236,0.17400481197092268,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,35_40,"[35,40)",730400.0,229777694.0,0.029438832700100385,0.00017459995256433785,0.1715774830800953,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,40_999,"[40,inf)",352944.0,155017944.0,0.030090065677307168,0.0002920614741110197,0.17346488312424266,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,0_10,"[0,10)",155.0,2882.0,-0.05334528506434338,0.049271458982699856,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,10_15,"[10,15)",13595.0,519030.0,0.0036791135867265765,0.0038083445659076883,0.06065569706735367,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,15_20,"[15,20)",199296.0,13020630.0,-0.005939807842607163,0.0009046044813954941,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,20_25,"[20,25)",857714.0,85927969.0,-0.0075503561223413,0.0005195061027150335,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,25_30,"[25,30)",1495151.0,215072458.0,-0.0038781316842815008,0.00021796679738896995,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,30_35,"[30,35)",1342044.0,264241667.0,0.0034106821619999277,0.0003308323724888028,0.05840104589816802,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,35_40,"[35,40)",730197.0,189229778.0,0.011901728483909552,0.00040769226737473485,0.10909504335170114,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,40_999,"[40,inf)",352916.0,124825634.0,0.0200277758936488,0.00048429548292430665,0.14151952477891097,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,0_10,"[0,10)",128.0,998.0,-0.013510676238538412,0.04853929490128174,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,10_15,"[10,15)",12813.0,206568.0,0.011051799482159392,0.003986836902757544,0.10512753912348273,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,15_20,"[15,20)",191293.0,5279597.0,0.011169581211122671,0.001083307987590278,0.1056862394596509,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,20_25,"[20,25)",830474.0,34318355.0,0.0046633371567902735,0.00044401578578409293,0.0682886312411537,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,25_30,"[25,30)",1456799.0,83353753.0,-0.0001508115417227304,0.00025380129711229473,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,30_35,"[30,35)",1315825.0,98644624.0,-0.0018139666194294539,0.0002897915517542419,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,35_40,"[35,40)",719776.0,67788283.0,-0.0024896878184050364,0.0003652301628953869,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,40_999,"[40,inf)",349570.0,42242425.0,-0.0018956802460276948,0.0005638642226958895,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,0_10,"[0,10)",146.0,1774.0,-0.08971420521722552,0.04708288182674249,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,10_15,"[10,15)",13312.0,315018.0,-0.019301332774092406,0.005104196034362244,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,15_20,"[15,20)",197680.0,7858697.0,-0.027205300518378227,0.0009262752881827618,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,20_25,"[20,25)",854141.0,50965742.0,-0.027830203259652613,0.000684504878054902,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,25_30,"[25,30)",1491923.0,124387879.0,-0.023662646631641318,0.00034350364896381936,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,30_35,"[30,35)",1340403.0,148510170.0,-0.015589688770460377,0.0003987038288060086,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,35_40,"[35,40)",729766.0,103304055.0,-0.005493648178129757,0.0005108431566821874,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,40_999,"[40,inf)",352813.0,66029493.0,0.0040669486621312916,0.0005214566439132506,0.06377263254822786,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,0_10,"[0,10)",89.0,489.0,-0.04900753730256162,0.04890559303865858,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,10_15,"[10,15)",9957.0,100150.0,0.020816748877420577,0.004799731242388118,0.14428010561896806,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,15_20,"[15,20)",153229.0,2415022.0,0.020024679959610346,0.0012637866410388206,0.14150858616921572,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,20_25,"[20,25)",678655.0,14841030.0,0.013549016051813582,0.0004988841311668985,0.1164002407721461,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,25_30,"[25,30)",1211106.0,34080220.0,0.009120259376039908,0.00041182081050803425,0.09550004908920157,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,30_35,"[30,35)",1112590.0,38261596.0,0.00669194340721088,0.0005312734188977537,0.0818042994420885,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,35_40,"[35,40)",617899.0,24934291.0,0.005761454375604764,0.00039538138157009517,0.07590424477988543,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,40_999,"[40,inf)",306295.0,14551864.0,0.0034336669387974132,0.0008184354904670194,0.058597499424441424,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,0_10,"[0,10)",121.0,1011.0,-0.09128774232961537,0.04874655139959776,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,10_15,"[10,15)",12518.0,174014.0,0.0035618321846053844,0.00539533189328391,0.05968108732760643,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,15_20,"[15,20)",190942.0,4286406.0,-0.007824283986712121,0.000996840943605211,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,20_25,"[20,25)",836204.0,27331940.0,-0.008804283495028323,0.0007362458256351754,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,25_30,"[25,30)",1473409.0,65662599.0,-0.005678286555357025,0.0004606033436653315,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,30_35,"[30,35)",1331202.0,77305586.0,-0.0007253663634393306,0.00044665575113930365,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,35_40,"[35,40)",727202.0,53128993.0,0.006242078591702899,0.0004869460158421352,0.07900682623484441,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,40_999,"[40,inf)",352325.0,33490205.0,0.011147032072172039,0.0006833667539434906,0.10557950592881195,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,0_10,"[0,10)",64.0,306.0,-0.022139514252192745,0.06880459269915913,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,10_15,"[10,15)",7169.0,56585.0,0.026246465050630986,0.007875449732317756,0.16200760800231262,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,15_20,"[15,20)",112164.0,1293983.0,0.021495456859342486,0.0013709638270234781,0.14661329018660788,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,20_25,"[20,25)",501539.0,7570444.0,0.016261020221906317,0.00046294853156883997,0.1275187053804512,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,25_30,"[25,30)",906766.0,16564289.0,0.01260932762127239,0.000637320832365441,0.11229126244402272,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,30_35,"[30,35)",845089.0,17786258.0,0.009626726928833481,0.000568452989384161,0.09811588520129388,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,35_40,"[35,40)",475480.0,11157049.0,0.00935481171225745,0.0006423807585666992,0.09672027560060739,
Pythia WW enhanced shoving,enhanced_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,40_999,"[40,inf)",238765.0,6208134.0,0.005100736217280693,0.0011118211339775617,0.07141943865139723,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,0_10,"[0,10)",100.0,643.0,-0.05753603255085751,0.05613751610434847,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,10_15,"[10,15)",10831.0,109825.0,-0.0026510528107718465,0.0056073311437687704,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,15_20,"[15,20)",168887.0,2666424.0,-0.010979798531785543,0.0012305422658870082,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,20_25,"[20,25)",755266.0,16707824.0,-0.0101466631669008,0.0007271234661755545,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,25_30,"[25,30)",1358941.0,39487089.0,-0.006621185423054112,0.0004997746621954735,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,30_35,"[30,35)",1252589.0,45819279.0,-0.0013394355235207772,0.0003810964923103533,nan,negative c2; v2{2} magnitude not defined
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,35_40,"[35,40)",696387.0,31095167.0,0.0052383463943453555,0.0005003069217231939,0.07237642153592118,
Pythia WW enhanced shoving,enhanced_shoving,thrust,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,40_999,"[40,inf)",343378.0,19355058.0,0.009885074694198996,0.0007226120869374806,0.09942371293710066,
